companyName,company_starRating,company_offeredRole,company_roleLocation,headquarters,size,type,revenue,listing_jobDesc,requested_url,,POSTE
CGI FINANCE,3.4,Data Scientist H/F,France,"Marcq-en-Baroeul, France",1001 to 5000 Employees,Company - Private,$1 to $5 billion (USD),"
Tester dans ce cadre l’apport des méthodologies alternatives de type Machine Learning (benchmark avec les méthodologies classiques, interprétabilité, etc.) 
Accompagner les utilisateurs de ces modèles dans l’identification du besoin, la compréhension et l’appropriation des solutions proposées 
Participer à l’intégration des modèles dans les outils existants (études d’impact, simulations, etc.) 
Documenter les modèles et participer aux travaux de validation auprès des instances de supervision 
Réaliser des études permettant de répondre aux problématiques métier et restituer les résultats aux acteurs internes avec clarté et pédagogie 
Maîtrise des techniques de modélisation 
Maîtrise des outils statistiques : SAS, R, Python 
Esprit analytique et rigueur 
Qualités rédactionnelles
 Bon équilibre entre autonomie et esprit d’équipe 
Bon relationnel 
Disponibilité et réactivité",https://www.glassdoor.com/partner/jobListing.htm?pos=103&ao=1110586&s=58&guid=00000188e3f202c9bf2265047e309d06&src=GD_JOB_AD&t=SR&vt=w&cs=1_beb3b455&cb=1687451468752&jobListingId=1008698801386&cpc=F4EED0218A761C36&jrtk=3-0-1h3hv40nkklvr801-1h3hv40o5h4fh800-09d3c5a42449a39f--6NYlbfkN0DUn7SslaQZ1sPV3Sz5Wl1YJGpUJCAxYlBA2Nn52xRtKRo1jPQX3d1wLR4KhwxV6oaZ_2YU3p6UmjzQ9Rf5EqoYwowxnyKyWN9Y1pxrBtVbRYBYXIZ__Xhxgv8bGOKp3AkBWDoWi2EDX7UpAS6mfKuGoWMLwSRbP47pC_uabnd5QrJS6CfGV8i4y87dRGv8bnE5Iz0slgPeggi5UmvXXFv7QDqPQldYsR8QuLhI18MA1X1GSEz3zw7KbaPyoqdmac97aSsL7_1KhS8hYe_AvXY7dDO8OklB2rWU6DFFlz_K4HIpXBZRCwWiqj_0mbwqIxPEYozutkLnCd9sZ2nfPEytHRBFA4scEnF2od8ipLnHqPjoGRcWSetSFDVfiXx-uI-QWr2Jb3lDF2GYQSdYiCeqizDUZoc2ugRN5ar6No6WfJYUR5NCbW9LRsZNEScDzheaeDfdziK3SXG7RuclZx81UjuOXkzWridEwZ9mJAf_EMs9-ncls_T_GmPyfwciBeno94Qq9pPZcLMk6ucNhQJaHrplHVbsw2JdGi4KNlle0agzIkDt1mrPvITWPAtjyyZ47Mn_K2Z5wnkC_o9EUkU8GtL8tfRPoNbVS3jgUCSdhp0ABCKsFe10AvpPRHFeis_RjjyEFgzmbIJ7mHLqMr4y44SPT3TNldE%3D,,DATA SCIENTIST
Carenity,2.9,Junior Data Scientist/Data Analyst,Paris,"Paris, France",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,"Graduate of a top-ranking engineering school with a background in statistics and/or biology. At least one previous experience that provides the knowledge, skills, and abilities to perform the job. Knowledge of statistical principles. Mastering of R and Excel. Fluent in English (written and oral), French (written and oral) Demonstrated initiative and motivation. Strong organizational, time management, and planning skills to create and follow timelines Willingness to get involved in a young ambitious high growth company. Prise en charge du transport quotidien Titre-restaurant Travail à domicile Du lundi au vendredi",https://www.glassdoor.com/partner/jobListing.htm?pos=126&ao=1136043&s=58&guid=00000188e3f202c9bf2265047e309d06&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_403f85b4&cb=1687451468754&jobListingId=1008713208787&jrtk=3-0-1h3hv40nkklvr801-1h3hv40o5h4fh800-01c87a8c9122cb83-,,DATA SCIENTIST
AFTERDATA,5,Stage/Alternance - Data scientist - Développeur Python | Startup Fintech,Paris,"Paris, France",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,"Détection de fraude dans le milieu bancaire : abus de marché, blanchiment d'argent, financement du terrorisme Participez à nos projets pour nos clients banques et assurances : ateliers métier, ateliers data, intégration du logiciel AfterData. Participer à la préparation des données client, données de marché Evaluer des scénarios de détection d'abus de marché et les modèles de machine learning. Développer de nouveaux algorithmes de détection de fraude Monter en compétence dans le domaine des données financières Participer à l'évolution de la brique technologique AfterData Vous participez ponctuellement à nos projets de marketing prédictif Bac+5, diplôme ingénieur ou Master 2 en cours Passionné(e) de nouvelles technologies et curieux(se) Conscient(e) des enjeux clients, terre à terre Vous maîtrisez le langage Python, en particulier la librairie Pandas Vous connaissez les principes du Machine Learning, principaux modèles et leurs usages. Bonne capacité à faire le lien entre un jeu de données et sa signification dans le monde réel ! Vous savez faire preuve de créativité. Stage de fin d'études ou alternance Début : Septembre/Octobre 2023 Alternance : 1 an Stage : 6 mois Tickets restaurants, mutuelle, pass navigo… Paris 13, métro Chevaleret Mix télétravail et bureau Prise en charge du transport quotidien Titre-restaurant Du lundi au vendredi Bac +5 (Master / MBA) (Exigé)",https://www.glassdoor.com/partner/jobListing.htm?pos=107&ao=1110586&s=58&guid=00000188e3f202c9bf2265047e309d06&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e8604a91&cb=1687451468752&jobListingId=1008696508723&cpc=451933188B21919D&jrtk=3-0-1h3hv40nkklvr801-1h3hv40o5h4fh800-9b92d4e773a5f4f6--6NYlbfkN0ChyNGFAu8bUmm4O1XJcjfgVWrrSPaf7fiUnLK0jtl3u7F9wk-jz2FnVIurcYz9RPb7wnVULMQB6XW3EP1iTPUcGOkZhEXxdssslNYRu_FG6-cZTqLjdZtEzi3nDxEQL0V6TsqRdH-V8F6QVGF1JhGHXlYMDdHO8e4yZQz6R3oLG09XvvujydQLiCGty40CRWRHKoqkpNjQ-QXj4LLnhXaFlLAF7bEgiaWH33cwFT5FFtXJeQA6zNF1E4r8uTixaCJJIeUhRr5s3KYgidA_QbFM29hBa1UvSMszhrKHKUlsPkNLFp4zn751FoyByYWvm4Ui5y3pbPl9Lj81WnNs2g-H71xXy1fGua6fkI6LRTHKZ17dCMqblqto_3WJf6V4YVjwg7jtehewVPdeO2CQTep04expoQERjgg5hDxypiu-az6EEJqjot7wAhTDMgMBdzvjx_wqx3oSQp8GpuvWdT1qxKZNZfzUl04pIc0qdiI0781suHyKe6eGYIbptiI67BjTmBvePgbMepr_VJ0SkCsg0FQV1hXq2wNUs4xQQT2B2rZ1Idj59b98ZjPOGKfNy-j2ZWHKvvDVwpfhzkcSKS52iGJU99zMHzIxxqR9Mec6CpbDcPu9w05KY6qlTZmxz15Pu-ctjfJ7Ig%3D%3D,,DATA SCIENTIST
Ubaldi,4,Analyste Data,Carros,"Carros, France",201 to 500 Employees,Company - Private,$100 to $500 million (USD),"Contribuer au projet de restructuration de la donnée client omnicanal (Référentiel Client Unique) Proposer des analyses, segmentations, profiling, scoring permettant de mieux connaitre nos clients et de les activer plus efficacement Mettre en place les dashboards métiers pour améliorer la connaissance client et mettre en autonomie les équipes Acculturer l’organisation autour d’une meilleure connaissance de nos clients Coordonner notre stratégie d’A/B testing systématique des activations Poste à pourvoir ASAP en CDI Salaire fixe + variable attractif (40-50K€) Travail en format hybride : siège social de Carros + 1 jour de télétravail / semaine Mutuelle prise en charge à 100% + ticket restaurant de 9,50€ Plan d’épargne + CSE + Remise sur les prix des produits Ubaldi",https://www.glassdoor.com/partner/jobListing.htm?pos=117&ao=1136043&s=58&guid=00000188e3f202c9bf2265047e309d06&src=GD_JOB_AD&t=SR&vt=w&cs=1_9f12ff8b&cb=1687451468753&jobListingId=1008714253942&jrtk=3-0-1h3hv40nkklvr801-1h3hv40o5h4fh800-636de891d3b2bc9a-,,DATA SCIENTIST
NA,NA,Data Scientist H/F,Bordeaux,NA,NA,NA,NA,"Tenir à jour la structuration des concepts (Ontologie) du Knowledge graphe, en fonction des besoins métiers et des décisions prises avec l’équipe médicale. Accompagner l’évolution de l’outil d’édition de connaissance, pour faciliter et automatiser au maximum le travail de remplissage des connaissances. Mise en place et maintien d’outils d’alignement des bases de données internes, avec des référentiels externes, pour favoriser l’interopérabilité du produit TOMA. Mise en place et maintien d’outils de NLP, basés sur les terminologies métiers Health For People existantes, permettant d’automatiser des processus de retranscription de documents médicaux structurés, actuellement manuels, au sein de TOMA. Diplôme d’ingénieur ou équivalent (bac+5, master2) en data science Maitrise des langages de manipulation de données SQL et NoSQL Passionné par la gestion et la valorisation de données Autonomie, esprit d’initiative Capacité à travailler avec des équipes pluridisciplinaires Appétence pour le domaine de la Santé Bureaux Bordeaux centre 2 jours de télé travail par semaine Mutuelle (Alan) Tickets restaurants Prise en charge du transport quotidien Titre-restaurant Du lundi au vendredi Période de travail de 8 Heures",https://www.glassdoor.com/partner/jobListing.htm?pos=120&ao=1136043&s=58&guid=00000188e3f202c9bf2265047e309d06&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d6b276f5&cb=1687451468754&jobListingId=1008717499736&jrtk=3-0-1h3hv40nkklvr801-1h3hv40o5h4fh800-03d326378fbee01e-,,DATA SCIENTIST
NA,NA,Data Scientist H/F,Paris,NA,NA,NA,NA,"Collecter, nettoyer et préparer les données pour l'analyse. Effectuer des analyses statistiques et des modèles prédictifs pour identifier des tendances, des schémas et des relations dans les données. Concevoir et mettre en oeuvre des algorithmes d'apprentissage automatique pour résoudre des problèmes spécifiques et améliorer les performances. Utiliser des techniques de visualisation des données pour communiquer des informations claires et compréhensibles aux parties prenantes. Collaborer avec les équipes internes pour comprendre les besoins en données et proposer des solutions basées sur l'analyse. Participer à la conception et à la mise en oeuvre de pipelines de données pour assurer l'efficacité et la qualité des données utilisées. Maintenir une veille technologique pour rester à jour sur les avancées dans le domaine de l'analyse des données et de l'apprentissage automatique. Travailler en étroite collaboration avec les scientifiques de données, les analystes et les experts en domaine pour tirer des insights exploitables des données. Documenter et présenter les résultats de manière claire et concise aux parties prenantes.
",https://www.glassdoor.com/partner/jobListing.htm?pos=110&ao=1136043&s=58&guid=00000188e3f202c9bf2265047e309d06&src=GD_JOB_AD&t=SR&vt=w&cs=1_fed9dea9&cb=1687451468753&jobListingId=1008714765498&jrtk=3-0-1h3hv40nkklvr801-1h3hv40o5h4fh800-f3c986b59ef93ee3-,,DATA SCIENTIST
MP DATA,4.3,Data Scientist - Jumeaux Numériques,Boulogne-Billancourt,"Boulogne-Billancourt, France",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,"MP DATA est une société spécialisée dans l’acquisition, le traitement, et la valorisation des données.

Depuis sa création en 2015, MP DATA accompagne ses clients, majoritairement industriels, dans le management de leur performance et l’exploitation de leur données.

Les collaborateurs, tous issus de grandes écoles, incarnent au quotidien les valeurs d’Excellence, de Partage et d’Engagement.

Ils associent savoir-faire technique, méthodologie et passion et mettent leurs compétences au service de missions et projets au sein de grands groupes français.

MP DATA accompagne ses clients sur toute la chaine au travers de 3 pôles d’expertise : Conseil et Stratégie, Infrastructure & CloudOPS, Data Science.

Chez MP DATA, les équipes commerciales cherchent des missions en fonction des envies des collaborateurs et non pas l’inverse. Les consultants sont accompagnés dans tous leurs projets, de la mobilité géographique, au changement de secteur d’activité en passant par le développement de nouvelles compétences. Rejoindre MP DATA, c’est la garantie de travailler sur des sujets passionnants avec un cadre technique fort.

Vos missions

Le dataLab entité de la Direction Technique a pour mission de développer des solutions d’Intelligence Artificielle (IA) dans le groupe, sur toute la chaine de valeur. Le dataLab possède une expertise en data science et dans les technologies d’IA (Jumeaux, numériques, Machine Learning, Computer Vision ou encore de Speech to Text….). Ses travaux sont déployés à la demande des directions métiers dans le but d’apporter une valeur ajoutée à l’entreprise.

C'est un projet de machine learning dans le domaine des jumeaux numériques qui abouti à une mise en production et une utilisation du service par le client.

Vos compétences

Ingénieur d'une grande école (Centrale, Mines, Supaero, Supelec, ...), vous avez des connaissances en modélisation et machine learning acquises lors de votre scolarité ou de vos expériences passées vous avez de bonnes connaissances en Python pour coder ces algorithmes.

Vous êtes reconnu(e) pour votre autonomie, votre excellent relationnel et votre capacité à être force de proposition.Show more Report",https://www.glassdoor.com/partner/jobListing.htm?pos=113&ao=1136043&s=58&guid=00000188e3f202c9bf2265047e309d06&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_51b3d488&cb=1687451468753&jobListingId=1008716984832&jrtk=3-0-1h3hv40nkklvr801-1h3hv40o5h4fh800-06b76cb0f504e103-,,DATA SCIENTIST
NA,NA,DATA Scientist (H/F),Beauvais,"Paris, France",Unknown,Company - Public,Unknown / Non-Applicable,"Mise en oeuvre de bout en bout de cas d'utilisation analytique pour soutenir les initiatives mondiales basées sur la télémétrie avec des informations basées sur les données telles que la traduction de questions commerciales en problèmes analytiques, l'identification, l'exploration et l'intégration de sources de données pertinentes, ainsi que le développement et le déploiement de algorithmes analytiques avancés Travailler afin d’identifier et définir des cas d'utilisation, développer des approches analytiques et mettre en oeuvre des cas d'utilisation Soutenir l'identification et la mise en oeuvre de nouvelles technologies et outils stratégiques pour la visualisation et l'analyse avancée en utilisant la télémétrie et les données et informations sur les performances des machines Relever de nouveaux défis dans l'analyse prédictive et explorer la mise en oeuvre des meilleures pratiques à l'aide de la science des données Compétent avec Microsoft Excel et un logiciel de base de données relationnelle Expérience préférée dans Tableau. Expérience dans les outils d'analyse cloud tels que Databricks, AWS Glue / Programmation / ETL et/ou Google Cloud. Expérience de la collecte de données à partir de divers systèmes/bases de données sources, du nettoyage, de la transformation et de la préparation des données avant la phase d'analyse et d'exploration de données. Expérience avec des langages de codage comme C++ ou Python et SQL Expérience de l'analyse statistique Excellentes compétences en communication et en présentation Penseur critique, à l'aise avec l'expérimentation et la résolution de problèmes sans processus spécifique Maitrise de l’anglais écrit et oral",https://www.glassdoor.com/partner/jobListing.htm?pos=116&ao=1136043&s=58&guid=00000188e3f202c9bf2265047e309d06&src=GD_JOB_AD&t=SR&vt=w&cs=1_2cb6e2ae&cb=1687451468753&jobListingId=1008695861099&jrtk=3-0-1h3hv40nkklvr801-1h3hv40o5h4fh800-a9d46856833372d1-,,DATA SCIENTIST
Natixis,4,Data Analyst (F/H),Paris,"Paris, France",10000+ Employees,Company - Private,$5 to $10 billion (USD),"Identifier, documenter et surveiller la production de chaque donnée, de manière à couvrir et suivre le processus depuis sa création jusqu'à son stockage ; Documenter et remonter de potentiels problèmes de qualité, proposer et suivre des plans de remédiation ;
 Utiliser des tableaux de bord, des graphiques, des infographies et d'autres méthodes pour visualiser, surveiller et rendre compte des données et de leur qualité ; Établir des KPIs pour mesurer l'efficacité des décisions business ainsi que la qualité des données de manière qualitative et quantitative ; Industrialiser les rapports de contrôle et les rendre impactants.
 Les outils de Data Viz ;
 Le traitement de données ; Le travail en mode projet.
 Rigoureux et capable de mettre en oeuvre un dispositif visant à assurer la qualité des données ;
 Collaboratif ; Motivé par des objectifs ambitieux.",https://www.glassdoor.com/partner/jobListing.htm?pos=124&ao=1110586&s=58&guid=00000188e3f202c9bf2265047e309d06&src=GD_JOB_AD&t=SR&vt=w&cs=1_6e2d63f1&cb=1687451468754&jobListingId=1008716263449&cpc=C4A69CCDBB3B9599&jrtk=3-0-1h3hv40nkklvr801-1h3hv40o5h4fh800-41e20f8a4c616c3d--6NYlbfkN0Bj-xBWVmzs7UIwFa-9Zm6MwNuQFkwLehssDYDaWnvIcfjKVL75wTjL2ytTjIbOO4ZdM1fjHMV5zzErMgpLIpXAWHuYAXvXB1pXrXbdFFUn44D2K_gtHPUK1O3APmWwLOyofGQW4RogvrKYpOSLefM4t9RMpjGZBNH8dbADXhR3jSfQye-33JtZb5D5yJ1IgJZywr-z7md1tSV-BNZN0YXW4C7MeYOiYNy0rqisvXdUMsjbNN3oXDkNne1esxGrw70UGAEh1ppFd9gzEOIlbCTyUGyh0FTJ1j9pPYLHuPwK5JOPKhiZc2Nu4WcHVIwALwhyN70OQgzsD528AyalRg6qooJFfLad-6fqujSOPlEPKh-AWurLDZLn9k-ZZixpKwm0N_wB1dqOl0PisiREDbExKd_Ch0xgo4ieCI161R2NNAqD1hrh27ssdO3l9I9JbAqqw8Ur2r_kBlTPqeYVlwCj3NhmPnahDgcqxCe53-CrWxNud3164B19TwrGRsZNKHDg_bgUCNdRttduf9N_-vaOsUdrTYgCw8kOQKX8n0ey4SjUB-yedroxz56EcIs4lNeZEIr1N-VWJu5ADndA3Rv9NLJBBdjppWtC0p6bAu2qRikMrSgf3W9D-NtcUioYpPA8qUlHB0WQRgXL6CPfE1QfBeQa9wbGbtaJmKE8fhhnu6FtKQlHRDw2PxPF0ruOBzo%3D,,DATA SCIENTIST
NonStop Consulting,4.1,Data Analyst MDM / Business Analyst MDM,Paris,"Zug, Switzerland",201 to 500 Employees,Company - Private,Unknown / Non-Applicable,"Définir la conception et la documentation des nouvelles solutions 
Analyser les impacts sur les actifs de données existants 
Analyser et évaluer les sources de données et les mettre en correspondance avec le modèle de données global 
Définir le niveau de qualité de bout en bout (de la solution à la source de données). 
Définir les critères d'acceptation de la solution (pour la partie données) 
Interagir avec d'autres analystes de données / autorités en matière de données pour la modification du modèle de données Vous avez au moins 3 ans d'expérience en tant que Data Analyst ou Business Analyst 
Vous avez un Bac+3 en informatique, si possible dans un domaine affilié à la data (autodidacte accepté) 
Vous avez eu une expérience réussie sur l'outil MDM 
Vous avez un niveau d'anglais B2 
Vous avez une bonne culture Data et restez en alerte sur l'actualité 
Vous avez des bonnes capacités de communication Salaire :
Confirmé : 40K€-55K€ pour un profil confirmé à 3 ans d'expérience
Senior : 50-65K€ brut annuel et plus pour un profil Senior Confirmé : 40K€-55K€ pour un profil confirmé à 3 ans d'expérience 
Senior : 50-65K€ brut annuel et plus pour un profil Senior Avantages :
5 à 10% de primes variables
Environnement international avec possibilité de travailler pour des grands comptes
Pas d'inter-contrat, vous êtes soit en mission chez le client, soit en mission en interne
Gros point accordé à la formation : vous avez accès à des cours en ligne ou en présentiel sur différents sujets (AWS, Azure Devops, anglais, etc..)
Evolutions en interne à des postes supérieurs ou transversaux (architecte, chef de projet, tech lead)
Entreprise bienveillante axée sur le développement des profils IT. Durée moyenne d'un collaborateur : 5-7 ans
Possibilité de passer des certifications 5 à 10% de primes variables 
Environnement international avec possibilité de travailler pour des grands comptes 
Pas d'inter-contrat, vous êtes soit en mission chez le client, soit en mission en interne 
Gros point accordé à la formation : vous avez accès à des cours en ligne ou en présentiel sur différents sujets (AWS, Azure Devops, anglais, etc..) 
Evolutions en interne à des postes supérieurs ou transversaux (architecte, chef de projet, tech lead) 
Entreprise bienveillante axée sur le développement des profils IT. Durée moyenne d'un collaborateur : 5-7 ans 
Possibilité de passer des certifications",https://www.glassdoor.com/partner/jobListing.htm?pos=109&ao=1110586&s=58&guid=00000188e3f202c9bf2265047e309d06&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8b6bfd79&cb=1687451468753&jobListingId=1008717808922&cpc=A65DF3A704A48F9B&jrtk=3-0-1h3hv40nkklvr801-1h3hv40o5h4fh800-adefbe25d93fc492--6NYlbfkN0Asg_oIm6fTXo9UH7JjlrnvNuI11UytutKd3dJS87HBrGQXjjYjIyTpGrg1RMaUm1pbsN1QPqiDy9rYSIlXasWqZ4cAOSBMLMBbHRUh-hggP3M2CSqhptU5NClTP1IwHXSTihRE4sddVn6xs2eO5WnX3_Z_dt0D_sGFe6GM8Gi0R7GsXwSFAu92heMyA8gT8cei8qjC8GZVxp7wxSpOJs7RKOIypIrT33h776wlf7XudObDvTHmg6bnRT8VqXpUo0QI6cN12bMlQ5rGjWwJPoEB99d-1mqRsnOW6RdfQUxvd8-Q20vWDYsudbUrrqkd6qrS6MV3QefhiaHAQkuJ7pOsIX2ioFJ6j6zJsqHJGMLflvS6BosR0tbxjKkquu-YC7-i-ssGUi8kU23NHpxryNkYvAj6lkB5qfgO8GJO5I34r4_pBNXtQT5tzgCVwQAvMn2VeSVZBNDfXXlO_hw8_84dYiXkxUnTh2uEHNlWD0KLp4yKbEqcF42-MzsCHHju9wHlnMocLi6J4Z3o17i1pKe7CXbo5LAMNYqbxSn1cYIjsIgHtMukpF9oXVxkGrsc35aZfwO1XLM6RXvS-_TFhBId7tnBGpDn7fLq_6hRzQcuW9L92xapjfpgQ5lKNY4Qq7KoYi9lboPnadwIicqHU-7h,,DATA SCIENTIST
NA,NA,Data Analyst - Scientist H/F,Beauvais,NA,NA,NA,NA,"Mise en oeuvre de bout en bout de cas d'utilisation analytique pour soutenir les initiatives mondiales basées sur la télémétrie avec des informations basées sur les données telles que la traduction de questions commerciales en problèmes analytiques, l'identification, l'exploration et l'intégration de sources de données pertinentes, ainsi que le développement et le déploiement de algorithmes analytiques avancés
 Travailler afin d'identifier et définir des cas d'utilisation, développer des approches analytiques et mettre en oeuvre des cas d'utilisation
 Soutenir l'identification et la mise en oeuvre de nouvelles technologies et outils stratégiques pour la visualisation et l'analyse avancée en utilisant la télémétrie et les données et informations sur les performances des machines
 Relever de nouveaux défis dans l'analyse prédictive et explorer la mise en oeuvre des meilleures pratiques à l'aide de la science des données
",https://www.glassdoor.com/partner/jobListing.htm?pos=125&ao=1136043&s=58&guid=00000188e3f202c9bf2265047e309d06&src=GD_JOB_AD&t=SR&vt=w&cs=1_15335f3d&cb=1687451468754&jobListingId=1008716990680&jrtk=3-0-1h3hv40nkklvr801-1h3hv40o5h4fh800-691fadd77dd04b0d-,,DATA SCIENTIST
Crédit Agricole Assurances,3.7,Data Scientist H/F,Paris,"Paris, France",Unknown,Company - Private,Unknown / Non-Applicable,"Stabilisation de la plateforme de production data Science de CAA et exploitation via des cas d'usage Prise en main des méthodologies de Data Science en Machine Learning et en Deep Learning (apporter son expertise sur les outils déjà existants, et développement de nouveaux moteurs d’IA) Accompagnement de l’IA Engineer dans la mise en production des moteurs d’IA Mise en place du RUN : monitoring des modèles et réapprentissage des moteurs d’IA Prédiction des anomalies dans l’infocentre avec de l’IA (XGB / réseaux de neurones). Des modèles supervisés et non supervisés sur de la donnée structurée Analyse de texte libre pour comprendre l’intention des questions dans l’outil de remonté des interrogations des Caisses régionales vers CAA (Topic Modeling, TFIDF, etc) Traitement automatiques des documents (OCR, Computer Vision, NLP) : Surveillance des comportements clients ""anormaux"" (RNNS, XGB) Détection de Fraude à l’assurance Business analytics pour les filiales internationales (XGB) Interagir avec l’ensemble des filiales de CAA pour récolter les besoins et définir les cas d’usage. Mener des développements R&D au sein des projets, qui sont ensuite partagés dans l'équipe. Participer à la vie de la communauté Data Science dans le groupe Crédit Agricole Assurance. Participer à la veille technologique en Data Science et échanger avec le DataLab groupe CASA.",https://www.glassdoor.com/partner/jobListing.htm?pos=108&ao=1136043&s=58&guid=00000188e3f202c9bf2265047e309d06&src=GD_JOB_AD&t=SR&vt=w&cs=1_fab59d76&cb=1687451468752&jobListingId=1008715722330&jrtk=3-0-1h3hv40nkklvr801-1h3hv40o5h4fh800-ab4ee9fc874a9845-,,DATA SCIENTIST
NA,NA,Data scientist,Marseille,"Marseille, France",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,"Explorer les données structurées et nettoyer les données non structurées.-Formaliser les problèmes et proposer des solutions théoriques. Intégrer les données dans une base SQL, et travailler sur différentes requêtes. Proposer des tableaux de pilotage préventif, via des outils de Data Visualisation. Compétence en programmation (R Studio-Python). Appétence pour les problématiques ""Big Data"", nettoyage et automatisation de la transformation des données. Connaissance des outils de Data Visualisation Analytique (à l'aise avec les chiffres, excellente maîtrise d’Excel) Rigoureux/-se et avec une forte capacité d'organisation Envie d’apprendre et d'avoir de grandes responsabilités Autonome, esprit d’initiative, enthousiaste",https://www.glassdoor.com/partner/jobListing.htm?pos=106&ao=1136043&s=58&guid=00000188e3f202c9bf2265047e309d06&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a6b019f1&cb=1687451468752&jobListingId=1008718145154&jrtk=3-0-1h3hv40nkklvr801-1h3hv40o5h4fh800-ee12a9578fddfc7a-,,DATA SCIENTIST
NA,NA,Contrôleur de gestion / Data analyst,Nantes,NA,NA,NA,NA,"Maintenir et suivre au quotidien les outils décisionnels de nos filiales. Produire les rapports destinés aux différents services (Achats, Ventes, Stocks, Finances) afin de faciliter la prise de décision Construire avec les différents services les budgets opérationnels et financiers Surveiller les écarts entre prévisionnels et réalisés et proposer si nécessaire les actions correctives ; Réaliser les études financières préalables à chaque développement Participer au calcul des différents coûts d'exploitation Co-concevoir les outils décisionnels : Dashboards, KPIs et reporting des performances métiers et économiques Identifier les problématiques à résoudre grâce aux données recueillies et fournir des préconisations. Participer à tous les projets transformants, et notamment les évolutions du système d'information Accompagner et former les collaborateurs aux outils décisionnels Mettre en place et contrôler les procédures internes de gestion Recueillir et extraire les sources de données métiers disponibles pertinentes et fiables Traiter, exploiter et intégrer ces données dans un entrepôt de données administré et sécurisé Maitriser les techniques d'analyses statistiques pour formuler des interprétations sur un grand volume de données. Comprendre et pratiquer les différents langages de bases de données tels que SQL. Prise en charge du transport quotidien Travail en journée 13ème Mois Prime annuelle Contrôle de gestion: 3 ans (Optionnel) Microsoft Excel: 3 ans (Optionnel) Anglais (Optionnel)",https://www.glassdoor.com/partner/jobListing.htm?pos=101&ao=1110586&s=58&guid=00000188e3f202c9bf2265047e309d06&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a0322cc4&cb=1687451468752&jobListingId=1008702689626&cpc=39A4E8CE329AB187&jrtk=3-0-1h3hv40nkklvr801-1h3hv40o5h4fh800-4e87b8fd29ee52bd--6NYlbfkN0Cp_WSJKd_Pz82imZmURPbhd3kYBsiZi4lpMLOH6vOlLGJEIRUx2Y9Nc_fJCIJToj9FY16HgJDn2PHCy0W8f3TNAffehpi4hQEQ6G1S2mQW5Gv8l-YCCYB3IOgexrA7RPxqQQ-_E-bbHIJUJimM33_HhqzL2bENJKwexAlsI8MJAaJhgxrXOrwooxoRnHmsq2J6OBuDD6Y23cWHGEj6418n4vWdQ42Dq1MB5eH57XiZ3K8DsK_y2dEdHKSdLB54eXDBfky-k0WLaDRqJ-QNJOMINOH-KVDmj3dxDwxgojkLgmwpY_jQL5dCbj-RvnezceWqh6ZWZfmh9tc8stvxl4OSDSfSZ_nHQ06aHeSGMVQhJ3IcJi_eXKjY-6JIEeZ1mnbDmsTDsyCRWp_zqcJmnaJWzj2q-DyiB1rTk8XVjcRIYUNaoG5kjWvOnw5lMN0jgz5mZRoHgzsWC0oU0LzCSbrYZo_p3ESRRMRsXLfLAwp9zn4U967QGgTh3ubhrSK1JfT0xPKJ1bpVhWnXNSPQIHSK0B3bOLylY5NhxbrTo3nYnXO9TdhDL6XX_QAIyKalg3RQgcTja-S8hU8igM50ph7DZUaHHeWQJsc%3D,,DATA SCIENTIST
